date,seaice_extent
2024-11-08,0.0
2024-11-09,0.0
2024-11-10,0.0
2024-11-11,0.0
2024-11-12,0.0
2024-11-13,0.0
2024-11-14,0.0
2024-11-15,0.0
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,0.0
2024-11-19,10943.093691603848
2024-11-20,0.0
2024-11-21,0.0
2024-11-22,0.0
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,0.0
2024-11-26,0.0
2024-11-27,11522.888364063368
2024-11-28,14979.57549532639
2024-11-29,16129.043533337961
2024-11-30,16703.02509528992
2024-12-01,24181.033939310095
2024-12-02,23026.04694549902
2024-12-03,23033.18641388209
2024-12-04,23033.18641388209
2024-12-05,21294.450810642058
2024-12-06,21878.664318052535
2024-12-07,23598.989431081594
2024-12-08,21880.11824119009
2024-12-09,21880.11824119009
2024-12-10,0.0
2024-12-11,0.0
2024-12-12,0.0
2024-12-13,0.0
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,0.0
2024-12-17,0.0
2024-12-18,578.0521132565899
2024-12-19,0.0
2024-12-20,0.0
2024-12-21,578.0521132565899
2024-12-22,578.0521132565899
2024-12-23,0.0
2024-12-24,578.0521132565899
2024-12-25,578.0521132565899
2024-12-26,1156.454877833845
2024-12-27,20741.04761005924
2024-12-28,20744.428706726372
2024-12-29,26501.899563224335
2024-12-30,14402.726067280568
2024-12-31,0.0
2025-01-01,9221.817311542145
2025-01-02,16135.109656523364
2025-01-03,21314.112983638697
2025-01-04,27646.834556278292
2025-01-05,29371.695111039808
2025-01-06,35702.00877068697
2025-01-07,34552.993847520804
2025-01-08,34544.61389904208
2025-01-09,28225.759827998685
2025-01-10,27654.26792274148
2025-01-11,17290.934158758268
2025-01-12,1733.8766154914952
2025-01-13,19023.265600251107
2025-01-14,27645.54352717989
2025-01-15,36826.14909645235
2025-01-16,31097.558348194405
2025-01-17,19601.314919317647
2025-01-18,1733.8766154914952
2025-01-19,1156.454877833845
2025-01-20,1733.8766154914952
2025-01-21,2859.1842526069786
2025-01-22,5199.083394319398
2025-01-23,1156.454877833845
2025-01-24,578.0521132565899
2025-01-25,578.0521132565899
2025-01-26,2311.6396795265273
2025-01-27,32258.493180798745
2025-01-28,40301.77595764349
2025-01-29,48332.016499589685
2025-01-30,48305.42852161266
2025-01-31,27629.54485335109
2025-02-01,16120.75779870521
2025-02-02,13823.284796217766
2025-02-03,9789.370261232842
2025-02-04,0.0
2025-02-05,11520.156922454647
2025-02-06,0.0
2025-02-07,10364.481857729725
2025-02-08,9789.370261232842
2025-02-09,0.0
2025-02-10,0.0
2025-02-11,0.0
2025-02-12,0.0
2025-02-13,7487.502147029521
2025-02-14,13242.268222885888
2025-02-15,18419.152698863283
2025-02-16,27031.866540240037
2025-02-17,25318.05982271477
2025-02-18,33377.432177454
2025-02-19,33975.66798156812
2025-02-20,29356.865705725024
2025-02-21,34522.26505667144
2025-02-22,33377.90744541778
2025-02-23,33383.63105743217
2025-02-24,33391.26101009213
2025-02-25,33398.96111893353
2025-02-26,32248.70543773553
2025-02-27,31659.30615407142
2025-02-28,33959.59808243832
2025-03-01,40856.87353384575
2025-03-02,46015.95006815333
2025-03-03,51792.01422516243
2025-03-04,56946.688114987206
2025-03-05,60403.71224426993
2025-03-06,65052.55391779077
2025-03-07,54737.77801651374
2025-03-08,57012.12076839246
2025-03-09,40912.670202601286
2025-03-10,27093.153224357007
2025-03-11,23637.38111706871
2025-03-12,25936.774195057398
2025-03-13,35716.03992325865
2025-03-14,51781.23329764346
2025-03-15,55228.47621369192
2025-03-16,65012.07903209638
2025-03-17,64412.978276355985
2025-03-18,70138.78900482414
2025-03-19,75878.31550040908
2025-03-20,80456.14772836075
2025-03-21,85047.01213873204
2025-03-22,98197.31341457446
2025-03-23,104463.60596704227
2025-03-24,109031.02184850216
2025-03-25,118138.57414373691
2025-03-26,118138.57414373691
2025-03-27,116916.30621945832
2025-03-28,128267.63946916148
2025-03-29,118050.54817224287
2025-03-30,110641.22034542802
2025-03-31,125413.61329438617
2025-04-01,113433.85311024537
2025-04-02,96874.08892168514
2025-04-03,92311.3427520259
2025-04-04,89953.87152397372
2025-04-05,93408.63889427867
2025-04-06,99263.93674954795
2025-04-07,101589.72199186345
2025-04-08,104407.10434446152
2025-04-09,114669.6765237973
2025-04-10,119236.36452821415
2025-04-11,114153.6260225673
2025-04-12,117037.12167515597
2025-04-13,130167.98529798386
2025-04-14,130167.98529798386
2025-04-15,120398.23326266388
2025-04-16,137382.82167007308
2025-04-17,137312.0640874814
2025-04-18,134456.03551312204
2025-04-19,127688.55782079679
2025-04-20,102583.18690113805
2025-04-21,110067.79147443068
2025-04-22,106047.56925595539
2025-04-23,106047.56925595539
2025-04-24,90680.28140984527
2025-04-25,94097.95823711106
2025-04-26,87786.74330683211
2025-04-27,82056.2978643558
2025-04-28,82021.41322513868
2025-04-29,73466.94715381235
2025-04-30,76298.2236321324
2025-05-01,80878.38468262699
2025-05-02,82667.66249953074
2025-05-03,83777.81918753349
2025-05-04,79839.7050952684
2025-05-05,90130.5528184036
2025-05-06,87244.57400410103
2025-05-07,92955.37596115825
2025-05-08,79247.81251224983
2025-05-09,65560.85127293027
2025-05-10,54682.90704261284
2025-05-11,34589.95682999663
2025-05-12,15579.997555196513
2025-05-13,13854.58405398969
2025-05-14,238525.2150784943
2025-05-15,578.4203054525776
2025-05-16,578.4203054525776
2025-05-17,1149.9558573705044
2025-05-18,0.0
2025-05-19,1121.4701604418879
2025-05-20,0.0
2025-05-21,578.0521132565899
2025-05-22,578.0521132565899
2025-05-23,578.0083040878944
2025-05-24,0.0
2025-05-25,0.0
2025-05-26,0.0
2025-05-27,0.0
2025-05-28,0.0
2025-05-29,0.0
2025-05-30,0.0
2025-05-31,0.0
2025-06-01,571.0791904192142
2025-06-02,571.0791904192142
2025-06-03,571.0791904192142
2025-06-04,571.0791904192142
2025-06-05,1722.4144935040626
2025-06-06,571.0791904192142
2025-06-07,1707.1042758130723
2025-06-08,1707.1042758130723
2025-06-09,571.0791904192142
2025-06-10,571.0791904192142
2025-06-11,571.0791904192142
2025-06-12,571.0791904192142
2025-06-13,571.0791904192142
2025-06-14,571.0791904192142
2025-06-15,571.0791904192142
2025-06-16,571.0791904192142
2025-06-17,571.0791904192142
2025-06-18,571.0791904192142
2025-06-19,571.0791904192142
2025-06-20,571.0791904192142
2025-06-21,3399.521384374385
2025-06-22,3399.521384374385
2025-06-23,571.0791904192142

2025-06-24,571.0791904192142
2025-06-25,571.0791904192142
2025-06-26,571.0791904192142
2025-06-27,571.0791904192142
2025-06-28,571.0791904192142
2025-06-29,571.0791904192142
2025-06-30,1145.3209596995412
2025-07-01,571.0791904192142
2025-07-02,0.0
2025-07-03,0.0
2025-07-04,0.0
2025-07-05,0.0
2025-07-06,0.0
2025-07-07,0.0
2025-07-08,0.0
2025-07-09,0.0
2025-07-10,0.0
2025-07-11,0.0
2025-07-12,0.0
2025-07-13,0.0
2025-07-14,0.0
2025-07-15,0.0
2025-07-16,0.0
2025-07-17,0.0
2025-07-18,0.0
2025-07-19,0.0
2025-07-20,0.0
2025-07-21,0.0
2025-07-22,0.0
2025-07-23,0.0
2025-07-24,0.0
2025-07-25,0.0
2025-07-26,0.0
2025-07-27,0.0
2025-07-28,0.0
2025-07-29,0.0
2025-07-30,0.0
2025-07-31,0.0
2025-08-01,0.0
2025-08-02,0.0
2025-08-03,0.0
2025-08-04,0.0
2025-08-05,0.0
2025-08-06,0.0
2025-08-07,0.0
2025-08-08,0.0
2025-08-09,0.0
2025-08-10,0.0
2025-08-11,0.0
2025-08-12,0.0
2025-08-13,0.0
2025-08-14,0.0
2025-08-15,0.0
2025-08-16,0.0
2025-08-17,0.0
2025-08-18,0.0
2025-08-19,0.0
2025-08-20,0.0
2025-08-21,0.0
2025-08-22,0.0
2025-08-23,0.0
2025-08-24,0.0
2025-08-25,0.0
2025-08-26,0.0
2025-08-27,0.0
2025-08-28,0.0
2025-08-29,0.0
2025-08-30,0.0
2025-08-31,0.0
2025-09-01,0.0
2025-09-02,0.0
2025-09-03,0.0
2025-09-04,0.0
2025-09-05,0.0
2025-09-06,0.0
2025-09-07,0.0
2025-09-08,0.0
2025-09-09,0.0
2025-09-10,0.0
2025-09-11,0.0
2025-09-12,0.0
2025-09-13,0.0
2025-09-14,0.0
2025-09-15,0.0
2025-09-16,0.0
2025-09-17,0.0
2025-09-18,0.0
2025-09-19,0.0
2025-09-20,0.0
2025-09-21,0.0
2025-09-22,0.0
2025-09-23,0.0
2025-09-24,0.0
2025-09-25,0.0
2025-09-26,0.0
2025-09-27,0.0
2025-09-28,0.0
2025-09-29,0.0
2025-09-30,0.0
2025-10-01,571.0791904192142
2025-10-02,571.0791904192142
2025-10-03,571.0791904192142
2025-10-04,571.0791904192142
2025-10-05,571.0791904192142
2025-10-06,571.0791904192142
2025-10-07,0.0
2025-10-08,0.0
2025-10-09,571.0791904192142
2025-10-10,571.0791904192142
2025-10-11,571.0791904192142
2025-10-12,571.0791904192142
2025-10-13,571.0791904192142
2025-10-14,571.0791904192142
2025-10-15,571.0791904192142
2025-10-16,571.0791904192142
2025-10-17,571.0791904192142
2025-10-18,571.0791904192142
2025-10-19,571.0791904192142
2025-10-20,571.0791904192142
2025-10-21,0.0
2025-10-22,571.0791904192142
2025-10-23,571.0791904192142
2025-10-24,571.0791904192142
2025-10-25,571.0791904192142
2025-10-26,571.0791904192142
2025-10-27,0.0
2025-10-28,571.0791904192142
2025-10-29,571.0791904192142
2025-10-30,571.0791904192142
2025-10-31,571.0791904192142
2025-11-01,0.0
2025-11-02,0.0
2025-11-03,0.0
2025-11-04,0.0
2025-11-05,0.0
2025-11-06,0.0
2025-11-07,0.0
2025-11-08,0.0
2025-11-09,0.0
2025-11-10,0.0
2025-11-11,0.0
2025-11-12,0.0
2025-11-13,0.0
2025-11-14,0.0
2025-11-15,0.0
2025-11-16,0.0
2025-11-17,0.0
2025-11-18,0.0
2025-11-19,0.0
2025-11-20,0.0
2025-11-21,0.0
2025-11-22,0.0
2025-11-23,0.0
2025-11-24,8062.68211784714
2025-11-25,0.0
2025-11-26,0.0
2025-11-27,0.0
2025-11-28,0.0
2025-11-29,0.0
2025-11-30,0.0
2025-12-01,0.0
2025-12-02,0.0
2025-12-03,0.0
2025-12-04,578.0521132565899
2025-12-05,16131.609170534937
2025-12-06,24165.611013368965
2025-12-07,36818.70459395106
2025-12-08,32820.92068164569
2025-12-09,36831.18514009417
2025-12-10,38551.56997701039
2025-12-11,42540.324271617006
2025-12-12,31067.18833789757
2025-12-13,31067.18833789757
2025-12-14,31067.18833789757
2025-12-15,72800.45149385727
2025-12-16,59695.10120529779
2025-12-17,82446.03061694586
2025-12-18,63071.270624921206
2025-12-19,63074.386493462385
2025-12-20,72190.65249419752
2025-12-21,69887.37639522366
2025-12-22,55111.80879929299
2025-12-23,40780.24074823871
2025-12-24,40780.24074823871
2025-12-25,42524.22351429353
2025-12-26,57481.395935101784
2025-12-27,117126.58793688887
2025-12-28,117126.58793688887
2025-12-29,130339.22984532613
2025-12-30,138207.50872948777
2025-12-31,125179.14595118647
2026-01-01,121259.75230341892
2026-01-02,115561.21827930078
2026-01-03,110442.55360192123
2026-01-04,110442.55360192123
2026-01-05,97380.77489740188
2026-01-06,129305.5617341025
2026-01-07,140698.21179231536
2026-01-08,149787.37943641504
2026-01-09,150397.30608282497
2026-01-10,174806.37903247905
2026-01-11,185549.4305037666
2026-01-12,203125.86018943726
2026-01-13,203125.86018943726
2026-01-14,203125.86018943726
2026-01-15,203125.86018943726
2026-01-16,203125.86018943726
2026-01-17,203125.86018943726
2026-01-18,0.0
2026-01-19,0.0
2026-01-20,0.0
2026-01-21,0.0
2026-01-22,0.0
2026-01-23,0.0
2026-01-24,0.0
2026-01-25,0.0
2026-01-26,0.0
2026-01-27,0.0
2026-01-28,0.0
2026-01-29,0.0
2026-01-30,0.0
2026-01-31,0.0
2026-02-01,0.0
2026-02-02,0.0
2026-02-03,0.0
2026-02-04,0.0
2026-02-05,0.0
2026-02-06,0.0
2026-02-07,0.0
2026-02-08,0.0
2026-02-09,0.0
2026-02-10,0.0
2026-02-11,0.0
2026-02-12,0.0
2026-02-13,0.0
2026-02-14,0.0
2026-02-15,0.0
2026-02-16,0.0
2026-02-17,0.0
2026-02-18,0.0
2026-02-19,0.0
2026-02-20,0.0
2026-02-21,0.0
2026-02-22,0.0
2026-04-09,0,307879.3905388796
2026-04-10,0,309746.69571616355
2026-04-11,0,289204.0600794765
2026-04-12,0,283545.48777844454
2026-01-07,0,118495.2612763311
2026-01-08,0,134403.0440902786
2026-01-09,0,141253.36275534064
2026-01-10,0,158343.29717508508
2026-01-11,0,169135.87899351568
2026-01-12,0,185020.52866556047
2026-01-13,0,186722.51568610346
2026-01-14,0,204314.37118639232
2026-01-15,0,216175.38505329215
2026-01-16,0,219652.42840838464
2026-01-17,0,174357.55883048289
2026-01-18,0,166963.39059469482
2026-01-19,0,148186.04156482776
2026-01-20,0,133976.90164323736
2026-01-21,0,120250.47784888702
2026-01-22,0,131598.32822229544
2026-01-23,0,133267.1037669627
2026-01-24,0,123103.25508457034
2026-01-25,0,114025.98126622914
2026-01-26,0,135661.79780706443
2026-01-27,0,157819.08172134848
2026-01-28,0,184531.77075332892
2026-01-29,0,190785.00497148425
2026-01-30,0,203084.01690155469
2026-01-31,0,209322.69828019367
2026-02-01,0,221270.84004626074
2026-02-02,0,230395.96589300537
2026-02-03,0,240098.38224675544
2026-02-04,0,236674.22521346423
2026-02-05,0,219154.77151388102
2026-02-06,0,231158.3994055563
2026-02-07,0,231770.86425671232
2026-02-08,0,229406.5282540612
2026-02-09,0,212958.923635892
2026-02-10,0,177838.78511543092
2026-02-11,0,149475.90356017018
2026-02-12,0,156290.94610266289
2026-02-13,0,134559.20634113002
2026-02-14,0,135233.88915935444
2026-02-15,0,136223.9546514078
2026-02-16,0,113523.58338150507
2026-02-17,0,96169.33619774858
2026-02-18,0,87623.38919586227
2026-02-19,0,101873.51510228969
2026-02-20,0,122906.90106463968
2026-02-21,0,110778.14227999082
2026-02-22,0,99942.4652413402
2026-02-23,0,72001.61002025705
2026-02-24,0,99558.29021229803
2026-02-25,0,149071.29820860372
2026-02-26,0,184335.6260977497
2026-02-27,0,211018.87862869044
2026-02-28,0,222411.7160227488
2026-03-01,0,256402.44110626398
2026-03-02,0,264945.2745326891
2026-03-03,0,281858.85908612394
2026-03-04,0,287449.6940938509
2026-03-05,0,291995.59717517294
2026-03-06,0,306114.0906485327
2026-03-07,0,308305.2320532645
2026-03-08,0,317421.55487173994
2026-03-09,0,319693.95331737195
2026-03-10,0,340888.5381769072
2026-03-11,0,347560.658495001
2026-03-12,0,344504.19928876305
2026-03-13,0,348983.71502324473
2026-03-14,0,351255.1847518827
2026-03-15,0,361393.4275545156
2026-03-16,0,370306.6065612866
2026-03-17,0,371947.39244356664
2026-03-18,0,373676.0627444796
2026-03-19,0,380427.112575121
2026-03-20,0,386116.0556943579
2026-03-21,0,396196.4996519442
2026-03-22,0,400611.7250031483
2026-03-23,0,396120.96284383663
2026-03-24,0,393788.9250468568
2026-03-25,0,392719.0601458966
2026-03-26,0,392667.89096272347
2026-03-27,0,389784.4311186462
2026-03-28,0,352712.3203316406
2026-03-29,0,360632.48223219276
2026-03-30,0,359537.8290430121
2026-03-31,0,361804.6005911141
2026-04-01,0,360813.4192519979
2026-04-02,0,370898.6176761307
2026-04-03,0,375446.0800574541
2026-04-04,0,378236.2750968685
2026-04-05,0,369861.353283631
2026-04-06,0,338956.303427493
2026-04-07,0,330347.70106442005
2026-04-08,0,349703.0458834605
2026-04-09,0,307879.3905388796
2026-04-10,0,309746.69571616355
2026-04-11,0,289204.0600794765
2026-04-12,0,283545.48777844454
